YYYY MM DD hh mm ss  julian_day    H10    tm    Hs    dir    tp 
2019  2 11 20  0  0  407.833333     130.000       6.300     103.000     71.000      7.500
2019  2 11 21  0  0  407.875000     140.000       6.400     110.000     70.000      7.500
2019  2 11 22  0  0  407.916667     118.000       5.900      93.000    357.000      6.100
2019  2 11 23  0  0  407.958333     134.000       6.300     106.000     66.000      6.700
2019  2 12  0  0  0  408.000000     126.000       5.900      99.000     52.000      6.100
2019  2 12  1  0  0  408.041667     128.000       6.500     101.000     72.000      7.500
2019  2 12  2  0  0  408.083333     109.000       6.400      86.000     60.000      7.500
2019  2 12  3  0  0  408.125000     105.000       6.100      82.000     46.000      6.700
2019  2 12  4  0  0  408.166667      97.000       6.200      76.000     38.000      6.100
2019  2 12  5  0  0  408.208333     117.000       6.000      92.000     61.000      6.700
2019  2 12  6  0  0  408.250000     117.000       6.400      92.000     42.000      6.700
2019  2 12  7  0  0  408.291667     120.000       5.800      94.000     32.000      6.700
2019  2 12  8  0  0  408.333333     119.000       5.900      94.000     48.000      6.700
2019  2 12  9  0  0  408.375000     125.000       6.000      98.000     34.000      6.700
2019  2 12 10  0  0  408.416667     104.000       6.000      82.000     14.000      6.100
2019  2 12 11  0  0  408.458333      99.000       5.900      78.000     52.000      6.700
2019  2 12 12  0  0  408.500000      99.000       5.800      78.000     91.000      7.500
2019  2 12 13  0  0  408.541667      99.000       5.800      78.000     64.000      6.700
2019  2 12 14  0  0  408.583333      92.000       6.300      72.000     42.000      6.100
2019  2 12 15  0  0  408.625000      94.000       5.900      74.000     51.000      6.100
2019  2 12 16  0  0  408.666667      96.000       5.800      76.000     33.000      6.100
2019  2 12 17  0  0  408.708333      87.000       6.100      68.000     92.000      6.700
2019  2 12 18  0  0  408.750000      94.000       5.900      74.000     70.000      6.700
2019  2 12 19  0  0  408.791667      88.000       6.100      69.000     54.000      6.700
2019  2 12 20  0  0  408.833333      91.000       5.900      71.000     54.000      6.100
2019  2 12 21  0  0  408.875000      77.000       6.000      60.000     83.000      6.700
2019  2 12 22  0  0  408.916667      74.000       6.000      58.000     36.000      5.600
2019  2 12 23  0  0  408.958333      69.000       6.000      55.000     64.000      6.100
2019  2 13  0  0  0  409.000000      69.000       5.700      54.000     73.000      6.100
2019  2 13  1  0  0  409.041667      67.000       5.500      53.000     45.000      6.100
2019  2 13  2  0  0  409.083333      83.000       5.500      65.000     16.000      5.600
2019  2 13  3  0  0  409.125000      85.000       5.200      67.000     25.000      5.100
2019  2 13  4  0  0  409.166667      71.000       5.600      56.000     24.000      5.600
2019  2 13  5  0  0  409.208333      75.000       6.000      59.000     35.000      7.500
2019  2 13  6  0  0  409.250000      99.000       6.200      78.000     17.000      7.500
2019  2 13  7  0  0  409.291667     109.000       6.500      86.000     40.000      7.500
2019  2 13  8  0  0  409.333333     135.000       6.900     106.000     39.000      7.500
2019  2 13  9  0  0  409.375000     152.000       6.600     120.000     36.000      7.500
2019  2 13 10  0  0  409.416667     146.000       6.300     115.000     32.000      6.100
2019  2 13 11  0  0  409.458333     139.000       5.800     110.000     37.000      6.700
2019  2 13 12  0  0  409.500000     157.000       5.600     124.000     29.000      6.100
2019  2 13 13  0  0  409.541667     152.000       5.100     120.000     37.000      4.100
2019  2 13 14  0  0  409.583333     165.000       4.900     130.000      2.000      4.400
2019  2 13 15  0  0  409.625000     170.000       5.000     134.000      8.000      4.400
2019  2 13 16  0  0  409.666667     177.000       4.900     140.000     15.000      4.700
2019  2 13 17  0  0  409.708333     169.000       5.300     133.000    357.000      5.100
2019  2 13 18  0  0  409.750000     151.000       5.200     119.000     13.000      5.100
2019  2 13 19  0  0  409.791667     155.000       5.300     122.000      9.000      6.100
2019  2 13 20  0  0  409.833333     158.000       5.800     124.000     42.000      6.700
2019  2 13 21  0  0  409.875000     173.000       6.100     136.000     43.000      6.100
2019  2 13 22  0  0  409.916667     200.000       6.300     157.000     37.000      6.700
2019  2 13 23  0  0  409.958333     204.000       6.400     161.000     51.000      6.700
2019  2 14  0  0  0  410.000000     219.000       6.500     172.000     37.000      7.500
2019  2 14  1  0  0  410.041667     206.000       6.800     163.000     47.000      7.500
2019  2 14  2  0  0  410.083333     191.000       6.700     150.000     29.000      7.500
2019  2 14  3  0  0  410.125000     198.000       6.600     156.000     39.000      7.500
2019  2 14  4  0  0  410.166667     183.000       6.800     144.000     44.000      7.500
2019  2 14  5  0  0  410.208333     175.000       6.500     138.000     47.000      6.700
2019  2 14  6  0  0  410.250000     144.000       6.200     114.000     40.000      7.500
2019  2 14  7  0  0  410.291667     146.000       6.300     115.000     34.000      6.700
2019  2 14  8  0  0  410.333333     156.000       6.200     123.000     62.000      6.700
2019  2 14  9  0  0  410.375000     137.000       6.000     108.000     36.000      6.700
2019  2 14 10  0  0  410.416667     153.000       6.100     121.000     52.000      6.700
2019  2 14 11  0  0  410.458333     143.000       6.000     113.000     41.000      6.700
2019  2 14 12  0  0  410.500000     137.000       5.800     108.000     62.000      6.700
2019  2 14 13  0  0  410.541667     152.000       5.700     120.000     58.000      6.100
2019  2 14 14  0  0  410.583333     139.000       6.200     110.000     58.000      6.700
2019  2 14 15  0  0  410.625000     130.000       5.800     103.000     57.000      6.100
2019  2 14 16  0  0  410.666667     130.000       6.000     103.000     56.000      6.100
2019  2 14 17  0  0  410.708333     146.000       6.100     115.000     21.000      6.700
2019  2 14 18  0  0  410.750000     127.000       6.200     100.000     54.000      6.700
2019  2 14 19  0  0  410.791667     127.000       6.300     100.000     38.000      6.700
2019  2 14 20  0  0  410.833333     125.000       6.600      98.000     37.000      7.500
2019  2 14 21  0  0  410.875000     137.000       6.600     108.000     43.000      7.500
2019  2 14 22  0  0  410.916667     125.000       6.500      99.000     30.000      6.700
2019  2 14 23  0  0  410.958333     115.000       6.600      91.000     48.000      6.700
2019  2 15  0  0  0  411.000000     108.000       6.500      85.000     69.000      7.500
2019  2 15  1  0  0  411.041667      99.000       6.000      78.000     43.000      6.700
2019  2 15  2  0  0  411.083333      90.000       6.000      71.000     54.000      6.700
2019  2 15  3  0  0  411.125000      94.000       6.100      74.000     66.000      6.700
2019  2 15  4  0  0  411.166667      93.000       5.700      73.000     55.000      6.700
2019  2 15  5  0  0  411.208333      99.000       5.900      78.000     55.000      6.700
2019  2 15  6  0  0  411.250000      88.000       6.200      69.000     54.000      6.700
2019  2 15  7  0  0  411.291667      89.000       5.700      70.000     54.000      6.700
2019  2 15  8  0  0  411.333333      81.000       5.700      64.000     54.000      6.100
2019  2 15  9  0  0  411.375000      91.000       5.500      72.000     37.000      6.100
2019  2 15 10  0  0  411.416667      75.000       5.400      59.000     65.000      6.100
2019  2 15 11  0  0  411.458333      68.000       5.700      54.000     45.000      6.100
2019  2 15 12  0  0  411.500000      61.000       5.800      48.000     54.000      6.100
2019  2 15 13  0  0  411.541667      53.000       5.800      42.000     62.000      5.100
2019  2 15 14  0  0  411.583333      51.000       6.100      40.000     59.000      6.100
2019  2 15 15  0  0  411.625000      47.000       5.700      37.000     58.000      6.700
2019  2 15 16  0  0  411.666667      46.000       6.000      36.000     28.000      6.100
2019  2 15 17  0  0  411.708333      48.000       5.600      38.000     50.000      6.100
2019  2 15 18  0  0  411.750000      40.000       6.000      32.000     77.000      5.100
2019  2 15 19  0  0  411.791667      49.000       5.300      39.000     22.000      5.100
2019  2 15 20  0  0  411.833333      54.000       5.500      42.000    343.000      4.400
2019  2 15 21  0  0  411.875000      65.000       4.800      52.000     12.000      4.700
2019  2 15 22  0  0  411.916667      51.000       5.000      40.000     29.000      3.900
2019  2 15 23  0  0  411.958333      46.000       5.300      36.000     14.000      4.400
2019  2 16  0  0  0  412.000000      50.000       5.100      39.000     43.000      3.700
2019  2 16  1  0  0  412.041667      44.000       5.800      34.000     58.000      5.100
2019  2 16  2  0  0  412.083333      71.000       5.100      56.000     21.000      4.400
2019  2 16  3  0  0  412.125000      76.000       5.300      60.000    357.000      5.600
2019  2 16  4  0  0  412.166667      91.000       5.300      72.000     19.000      5.100
2019  2 16  5  0  0  412.208333      99.000       5.300      78.000    331.000      4.700
2019  2 16  6  0  0  412.250000     112.000       5.300      88.000        NaN      6.100
2019  2 16  7  0  0  412.291667     108.000       5.400      85.000      2.000      5.600
2019  2 16  8  0  0  412.333333     102.000       5.400      80.000    347.000      5.100
2019  2 16  9  0  0  412.375000      97.000       5.400      76.000    353.000      4.700
2019  2 16 10  0  0  412.416667      95.000       5.300      75.000    349.000      5.100
2019  2 16 11  0  0  412.458333      93.000       5.000      73.000    349.000      5.100
2019  2 16 12  0  0  412.500000     104.000       5.100      82.000    351.000      4.700
2019  2 16 13  0  0  412.541667     108.000       5.200      85.000    358.000      5.100
2019  2 16 14  0  0  412.583333     118.000       5.200      93.000    336.000      5.600
2019  2 16 15  0  0  412.625000     144.000       5.700     114.000      3.000      6.700
2019  2 16 16  0  0  412.666667     192.000       6.400     151.000     38.000      6.700
2019  2 16 17  0  0  412.708333     228.000       6.700     180.000     50.000      7.500
2019  2 16 18  0  0  412.750000     199.000       6.600     156.000     41.000      8.500
2019  2 16 19  0  0  412.791667     194.000       6.800     152.000     27.000      8.500
2019  2 16 20  0  0  412.833333     199.000       7.100     156.000     36.000      8.500
2019  2 16 21  0  0  412.875000     178.000       7.300     140.000     19.000      7.500
2019  2 16 22  0  0  412.916667     206.000       7.400     162.000     27.000      7.500
2019  2 16 23  0  0  412.958333     187.000       7.200     147.000     27.000      7.500
2019  2 17  0  0  0  413.000000     201.000       7.300     158.000     46.000      8.500
2019  2 17  1  0  0  413.041667     165.000       7.300     130.000     44.000      7.500
2019  2 17  2  0  0  413.083333     175.000       7.100     138.000     41.000      7.500
2019  2 17  3  0  0  413.125000     177.000       7.500     139.000     48.000      7.500
2019  2 17  4  0  0  413.166667     157.000       7.200     124.000     44.000      7.500
2019  2 17  5  0  0  413.208333     125.000       6.700      98.000     54.000      7.500
2019  2 17  6  0  0  413.250000     130.000       7.000     102.000     37.000      7.500
2019  2 17  7  0  0  413.291667     108.000       6.800      85.000     38.000      7.500
2019  2 17  8  0  0  413.333333     115.000       6.600      91.000     42.000      7.500
2019  2 17  9  0  0  413.375000     118.000       6.700      93.000     32.000      7.500
2019  2 17 10  0  0  413.416667      99.000       6.400      78.000     48.000      7.500
2019  2 17 11  0  0  413.458333      82.000       6.000      65.000     55.000      7.500
2019  2 17 12  0  0  413.500000      86.000       6.000      68.000     31.000      6.100
2019  2 17 13  0  0  413.541667      70.000       6.100      55.000     28.000      6.100
2019  2 17 14  0  0  413.583333      71.000       6.200      56.000     67.000      6.700
2019  2 17 15  0  0  413.625000      78.000       6.200      61.000     45.000      6.100
2019  2 17 16  0  0  413.666667      68.000       5.800      54.000     56.000      6.700
2019  2 17 17  0  0  413.708333      63.000       6.400      50.000     29.000      6.100
2019  2 17 18  0  0  413.750000      66.000       6.300      52.000     46.000      6.100
2019  2 17 19  0  0  413.791667      59.000       6.500      47.000     33.000      6.100
2019  2 17 20  0  0  413.833333      51.000       6.300      40.000     24.000      6.100
2019  2 17 21  0  0  413.875000      50.000       6.600      40.000     49.000      6.100
2019  2 17 22  0  0  413.916667      52.000       6.700      41.000     51.000      5.600
2019  2 17 23  0  0  413.958333      53.000       7.100      42.000     68.000      7.500
2019  2 18  0  0  0  414.000000      60.000       6.900      48.000     51.000      6.700
2019  2 18  1  0  0  414.041667      67.000       7.400      53.000     53.000      6.700
2019  2 18  2  0  0  414.083333      77.000       7.400      60.000     29.000      7.500
2019  2 18  3  0  0  414.125000      82.000       7.500      65.000     37.000      7.500
2019  2 18  4  0  0  414.166667      71.000       7.200      56.000     44.000      7.500
2019  2 18  5  0  0  414.208333      77.000       7.200      61.000     36.000      7.500
2019  2 18  6  0  0  414.250000      68.000       7.100      54.000     40.000      7.500
2019  2 18  7  0  0  414.291667      60.000       6.700      47.000     57.000      7.500
2019  2 18  8  0  0  414.333333      83.000       6.100      66.000     23.000      6.700
2019  2 18  9  0  0  414.375000      69.000       6.200      54.000     34.000      6.700
2019  2 18 10  0  0  414.416667      60.000       6.200      47.000     29.000      6.100
2019  2 18 11  0  0  414.458333      63.000       5.500      49.000     18.000      6.100
2019  2 18 12  0  0  414.500000      59.000       6.000      46.000    359.000      5.600
2019  2 18 13  0  0  414.541667      62.000       5.600      48.000     24.000      6.700
2019  2 18 14  0  0  414.583333      61.000       5.800      48.000     31.000      6.100
2019  2 18 15  0  0  414.625000      60.000       5.400      47.000    348.000      6.100
2019  2 18 16  0  0  414.666667      59.000       5.900      47.000      4.000      6.100
2019  2 18 17  0  0  414.708333      50.000       5.900      40.000     13.000      5.100
2019  2 18 18  0  0  414.750000      47.000       5.500      37.000     24.000      4.100
2019  2 18 19  0  0  414.791667      40.000       5.500      31.000    352.000      4.100
2019  2 18 20  0  0  414.833333      40.000       5.600      32.000     25.000      4.100
2019  2 18 21  0  0  414.875000      34.000       5.500      27.000      3.000      4.100
2019  2 18 22  0  0  414.916667      32.000       6.400      25.000    113.000      9.800
2019  2 18 23  0  0  414.958333      35.000       5.400      28.000     79.000      3.900
2019  2 19  0  0  0  415.000000      29.000       7.000      23.000        NaN      9.800
2019  2 19  1  0  0  415.041667      36.000       5.200      29.000     70.000      3.900
2019  2 19  2  0  0  415.083333      30.000       6.400      24.000     91.000      3.900
2019  2 19  3  0  0  415.125000      28.000       5.900      22.000     55.000      3.900
2019  2 19  4  0  0  415.166667      30.000       7.700      23.000     24.000      9.800
2019  2 19  5  0  0  415.208333      20.000       8.500      15.000     35.000      6.700
2019  2 19  6  0  0  415.250000      28.000       8.200      22.000     71.000      6.700
2019  2 19  7  0  0  415.291667      37.000       6.200      29.000     21.000      6.700
2019  2 19  8  0  0  415.333333      46.000       6.200      36.000     26.000      6.100
2019  2 19  9  0  0  415.375000      43.000       5.800      34.000     41.000      6.100
2019  2 19 10  0  0  415.416667      47.000       5.600      37.000     52.000      5.600
2019  2 19 11  0  0  415.458333      38.000       5.800      30.000     37.000      6.100
2019  2 19 12  0  0  415.500000      40.000       6.100      31.000     28.000      5.600
2019  2 19 13  0  0  415.541667      39.000       5.600      30.000      6.000      5.600
2019  2 19 14  0  0  415.583333      39.000       6.100      30.000     10.000      5.100
2019  2 19 15  0  0  415.625000      39.000       6.000      30.000     49.000      5.100
2019  2 19 16  0  0  415.666667      36.000       6.000      29.000     97.000      5.100
2019  2 19 17  0  0  415.708333      43.000       4.600      34.000     14.000      3.700
2019  2 19 18  0  0  415.750000      52.000       4.800      41.000     47.000      3.900
2019  2 19 19  0  0  415.791667      58.000       4.500      46.000     33.000      3.900
2019  2 19 20  0  0  415.833333      67.000       4.500      53.000     50.000      4.100
2019  2 19 21  0  0  415.875000      72.000       4.600      57.000      3.000      4.100
2019  2 19 22  0  0  415.916667      87.000       4.700      69.000    332.000      4.400
2019  2 19 23  0  0  415.958333      74.000       4.600      59.000    352.000      4.400
2019  2 20  0  0  0  416.000000      81.000       4.900      64.000        NaN      4.700
2019  2 20  1  0  0  416.041667      75.000       4.900      59.000     17.000      4.700
2019  2 20  2  0  0  416.083333      73.000       4.800      57.000    349.000      4.400
2019  2 20  3  0  0  416.125000      63.000       5.100      50.000     13.000      4.700
2019  2 20  4  0  0  416.166667      58.000       5.000      46.000     21.000      4.400
2019  2 20  5  0  0  416.208333      49.000       5.100      38.000     41.000      4.400
2019  2 20  6  0  0  416.250000      50.000       4.900      39.000    351.000      4.400
2019  2 20  7  0  0  416.291667      59.000       4.900      47.000    357.000      4.700
2019  2 20  8  0  0  416.333333      69.000       5.100      54.000    343.000      4.700
2019  2 20  9  0  0  416.375000      73.000       5.400      58.000    335.000      5.100
2019  2 20 10  0  0  416.416667      63.000       4.900      50.000        NaN      5.100
2019  2 20 11  0  0  416.458333      73.000       4.900      58.000    342.000      5.100
2019  2 20 12  0  0  416.500000      72.000       5.000      56.000    328.000      4.700
2019  2 20 13  0  0  416.541667     101.000       4.800      80.000    347.000      5.100
2019  2 20 14  0  0  416.583333     109.000       4.800      86.000    343.000      4.700
2019  2 20 15  0  0  416.625000     117.000       5.100      92.000    356.000      5.100
2019  2 20 16  0  0  416.666667      95.000       5.000      75.000    338.000      5.100
2019  2 20 17  0  0  416.708333     104.000       5.200      82.000    343.000      5.100
2019  2 20 18  0  0  416.750000     117.000       5.600      92.000    329.000      5.100
2019  2 20 19  0  0  416.791667     109.000       5.600      86.000    333.000      5.100
2019  2 20 20  0  0  416.833333     109.000       5.600      85.000    350.000      4.700
2019  2 20 21  0  0  416.875000     102.000       5.400      81.000    356.000      5.600
2019  2 20 22  0  0  416.916667      99.000       5.700      78.000    354.000      6.100
2019  2 20 23  0  0  416.958333      92.000       5.300      72.000    350.000      5.600
2019  2 21  0  0  0  417.000000      74.000       5.300      58.000    341.000      5.600
2019  2 21  1  0  0  417.041667      77.000       5.200      61.000    347.000      5.600
2019  2 21  2  0  0  417.083333      70.000       5.100      55.000    335.000      5.100
2019  2 21  3  0  0  417.125000      56.000       5.400      44.000    345.000      5.100
2019  2 21  4  0  0  417.166667      61.000       5.300      48.000    359.000      5.100
2019  2 21  5  0  0  417.208333      59.000       5.400      46.000     12.000      5.100
2019  2 21  6  0  0  417.250000      60.000       5.600      47.000    350.000      4.700
2019  2 21  7  0  0  417.291667      75.000       5.900      59.000     55.000      6.700
2019  2 21  8  0  0  417.333333      79.000       6.100      62.000     37.000      6.700
2019  2 21  9  0  0  417.375000     104.000       6.200      82.000     35.000      6.100
2019  2 21 10  0  0  417.416667      94.000       5.900      74.000     60.000      6.700
2019  2 21 11  0  0  417.458333      96.000       6.100      76.000     39.000      6.700
2019  2 21 12  0  0  417.500000      84.000       5.700      66.000     41.000      6.100
2019  2 21 13  0  0  417.541667      82.000       5.800      65.000     37.000      6.700
2019  2 21 14  0  0  417.583333      87.000       5.800      69.000     57.000      6.700
2019  2 21 15  0  0  417.625000      89.000       6.200      70.000     45.000      6.100
2019  2 21 16  0  0  417.666667      79.000       6.100      62.000     38.000      6.100
2019  2 21 17  0  0  417.708333      83.000       5.600      65.000     29.000      6.100
2019  2 21 18  0  0  417.750000      73.000       6.400      58.000     55.000      6.700
2019  2 21 19  0  0  417.791667      76.000       6.500      60.000     49.000      6.100
2019  2 21 20  0  0  417.833333      83.000       6.900      66.000     75.000      7.500
2019  2 21 21  0  0  417.875000      83.000       6.600      66.000     51.000      7.500
2019  2 21 22  0  0  417.916667      93.000       7.200      73.000     62.000      8.500
2019  2 21 23  0  0  417.958333      88.000       6.900      69.000     49.000      8.500
2019  2 22  0  0  0  418.000000      91.000       7.300      71.000     53.000      7.500
2019  2 22  1  0  0  418.041667      82.000       6.600      65.000     54.000      7.500
2019  2 22  2  0  0  418.083333      84.000       6.600      66.000     64.000      7.500
2019  2 22  3  0  0  418.125000      82.000       6.800      65.000     48.000      7.500
2019  2 22  4  0  0  418.166667      78.000       6.300      61.000     52.000      7.500
2019  2 22  5  0  0  418.208333      73.000       7.100      57.000     50.000      7.500
2019  2 22  6  0  0  418.250000      67.000       6.100      53.000     52.000      6.100
2019  2 22  7  0  0  418.291667      66.000       6.300      52.000     53.000      6.700
2019  2 22  8  0  0  418.333333      68.000       6.200      54.000     62.000      6.700
2019  2 22  9  0  0  418.375000      61.000       6.200      48.000     62.000      6.700
2019  2 22 10  0  0  418.416667      61.000       6.400      48.000     46.000      6.100
2019  2 22 11  0  0  418.458333      62.000       6.000      49.000     51.000      5.600
2019  2 22 12  0  0  418.500000      65.000       6.100      51.000     49.000      6.100
